RES_PERSON_ID,EDGE_NAME,EFFECTIVE_DATE,IS_LATEST_ADDRESS_IND,RES_ADDRESS_ID
5136,LOCATED_IN,2023-01-01,1,9045
5137,LOCATED_IN,2023-01-01,1,9005
5138,LOCATED_IN,2023-01-01,1,9064
5139,LOCATED_IN,2023-01-01,1,9075
5140,LOCATED_IN,2023-01-01,1,9060
5141,LOCATED_IN,2023-01-01,1,9002
5142,LOCATED_IN,2023-01-01,1,9078
5143,LOCATED_IN,2023-01-01,1,9036
5144,LOCATED_IN,2023-01-01,1,9009
5145,LOCATED_IN,2023-01-01,1,9021
5146,LOCATED_IN,2023-01-01,1,9037
5147,LOCATED_IN,2023-01-01,1,9048
5148,LOCATED_IN,2023-01-01,1,9055
5149,LOCATED_IN,2023-01-01,1,9034
5150,LOCATED_IN,2023-01-01,1,9001
5151,LOCATED_IN,2023-01-01,1,9078
5152,LOCATED_IN,2023-01-01,1,9008
5153,LOCATED_IN,2023-01-01,1,9010
5154,LOCATED_IN,2023-01-01,1,9038
5155,LOCATED_IN,2023-01-01,1,9073
5156,LOCATED_IN,2023-01-01,1,9090
5157,LOCATED_IN,2023-01-01,1,9030
5158,LOCATED_IN,2023-01-01,1,9012
5159,LOCATED_IN,2023-01-01,1,9054
5160,LOCATED_IN,2023-01-01,1,9057
5161,LOCATED_IN,2023-01-01,1,9090
5162,LOCATED_IN,2023-01-01,1,9042
5163,LOCATED_IN,2023-01-01,1,9021
5164,LOCATED_IN,2023-01-01,1,9056
5165,LOCATED_IN,2023-01-01,1,9074
5166,LOCATED_IN,2023-01-01,1,9088
5167,LOCATED_IN,2023-01-01,1,9051
5168,LOCATED_IN,2023-01-01,1,9086
5169,LOCATED_IN,2023-01-01,1,9037
5170,LOCATED_IN,2023-01-01,1,9089
5171,LOCATED_IN,2023-01-01,1,9044
5172,LOCATED_IN,2023-01-01,1,9068
5173,LOCATED_IN,2023-01-01,1,9077
5174,LOCATED_IN,2023-01-01,1,9086
5175,LOCATED_IN,2023-01-01,1,9062
5176,LOCATED_IN,2023-01-01,1,9044
5177,LOCATED_IN,2023-01-01,1,9014
5178,LOCATED_IN,2023-01-01,1,9057
5179,LOCATED_IN,2023-01-01,1,9081
5180,LOCATED_IN,2023-01-01,1,9025
5181,LOCATED_IN,2023-01-01,1,9040
5182,LOCATED_IN,2023-01-01,1,9054
5183,LOCATED_IN,2023-01-01,1,9073
5184,LOCATED_IN,2023-01-01,1,9035
5185,LOCATED_IN,2023-01-01,1,9082
5186,LOCATED_IN,2023-01-01,1,9063
5187,LOCATED_IN,2023-01-01,1,9018
5188,LOCATED_IN,2023-01-01,1,9054
5189,LOCATED_IN,2023-01-01,1,9064
5190,LOCATED_IN,2023-01-01,1,9075
5191,LOCATED_IN,2023-01-01,1,9052
5192,LOCATED_IN,2023-01-01,1,9018
5193,LOCATED_IN,2023-01-01,1,9044
5194,LOCATED_IN,2023-01-01,1,9036
5195,LOCATED_IN,2023-01-01,1,9029
5196,LOCATED_IN,2023-01-01,1,9042
5197,LOCATED_IN,2023-01-01,1,9054
5198,LOCATED_IN,2023-01-01,1,9082
5199,LOCATED_IN,2023-01-01,1,9016
5200,LOCATED_IN,2023-01-01,1,9035
5201,LOCATED_IN,2023-01-01,1,9065
5202,LOCATED_IN,2023-01-01,1,9078
5203,LOCATED_IN,2023-01-01,1,9014
5204,LOCATED_IN,2023-01-01,1,9050
5205,LOCATED_IN,2023-01-01,1,9045
5206,LOCATED_IN,2023-01-01,1,9057
5207,LOCATED_IN,2023-01-01,1,9033
5208,LOCATED_IN,2023-01-01,1,9077
5209,LOCATED_IN,2023-01-01,1,9060
5210,LOCATED_IN,2023-01-01,1,9059
5211,LOCATED_IN,2023-01-01,1,9012
5212,LOCATED_IN,2023-01-01,1,9007
5213,LOCATED_IN,2023-01-01,1,9015
5214,LOCATED_IN,2023-01-01,1,9087
5215,LOCATED_IN,2023-01-01,1,9064
5216,LOCATED_IN,2023-01-01,1,9033
5217,LOCATED_IN,2023-01-01,1,9077
5218,LOCATED_IN,2023-01-01,1,9017
5219,LOCATED_IN,2023-01-01,1,9042
5220,LOCATED_IN,2023-01-01,1,9027
5221,LOCATED_IN,2023-01-01,1,9073
5222,LOCATED_IN,2023-01-01,1,9067
5223,LOCATED_IN,2023-01-01,1,9087
5224,LOCATED_IN,2023-01-01,1,9074
5225,LOCATED_IN,2023-01-01,1,9034
5226,LOCATED_IN,2023-01-01,1,9031
5227,LOCATED_IN,2023-01-01,1,9084
5228,LOCATED_IN,2023-01-01,1,9061
5229,LOCATED_IN,2023-01-01,1,9087
5230,LOCATED_IN,2023-01-01,1,9001
5231,LOCATED_IN,2023-01-01,1,9028
5232,LOCATED_IN,2023-01-01,1,9083
5233,LOCATED_IN,2023-01-01,1,9076
5234,LOCATED_IN,2023-01-01,1,9057
5235,LOCATED_IN,2023-01-01,1,9045
5236,LOCATED_IN,2023-01-01,1,9001
5237,LOCATED_IN,2023-01-01,1,9073
5238,LOCATED_IN,2023-01-01,1,9088
5239,LOCATED_IN,2023-01-01,1,9046
5240,LOCATED_IN,2023-01-01,1,9049
5241,LOCATED_IN,2023-01-01,1,9029
5242,LOCATED_IN,2023-01-01,1,9049
5243,LOCATED_IN,2023-01-01,1,9064
5244,LOCATED_IN,2023-01-01,1,9060
5245,LOCATED_IN,2023-01-01,1,9035
5246,LOCATED_IN,2023-01-01,1,9036
5247,LOCATED_IN,2023-01-01,1,9012
5248,LOCATED_IN,2023-01-01,1,9068
5249,LOCATED_IN,2023-01-01,1,9005
5250,LOCATED_IN,2023-01-01,1,9086
5251,LOCATED_IN,2023-01-01,1,9081
5252,LOCATED_IN,2023-01-01,1,9079
5253,LOCATED_IN,2023-01-01,1,9010
5254,LOCATED_IN,2023-01-01,1,9078
5255,LOCATED_IN,2023-01-01,1,9077
5256,LOCATED_IN,2023-01-01,1,9084
5257,LOCATED_IN,2023-01-01,1,9050
5258,LOCATED_IN,2023-01-01,1,9056
5259,LOCATED_IN,2023-01-01,1,9069
5260,LOCATED_IN,2023-01-01,1,9059
5261,LOCATED_IN,2023-01-01,1,9052
5262,LOCATED_IN,2023-01-01,1,9013
5263,LOCATED_IN,2023-01-01,1,9055
5264,LOCATED_IN,2023-01-01,1,9067
5265,LOCATED_IN,2023-01-01,1,9040
5266,LOCATED_IN,2023-01-01,1,9086
5267,LOCATED_IN,2023-01-01,1,9039
5268,LOCATED_IN,2023-01-01,1,9071
5269,LOCATED_IN,2023-01-01,1,9007
5270,LOCATED_IN,2023-01-01,1,9085
5271,LOCATED_IN,2023-01-01,1,9038
5272,LOCATED_IN,2023-01-01,1,9045
5273,LOCATED_IN,2023-01-01,1,9086
5274,LOCATED_IN,2023-01-01,1,9077
5275,LOCATED_IN,2023-01-01,1,9081
5276,LOCATED_IN,2023-01-01,1,9074
5277,LOCATED_IN,2023-01-01,1,9043
5278,LOCATED_IN,2023-01-01,1,9084
5279,LOCATED_IN,2023-01-01,1,9037
5280,LOCATED_IN,2023-01-01,1,9047
5281,LOCATED_IN,2023-01-01,1,9007
5282,LOCATED_IN,2023-01-01,1,9035
5283,LOCATED_IN,2023-01-01,1,9045
5284,LOCATED_IN,2023-01-01,1,9005
5285,LOCATED_IN,2023-01-01,1,9079
5286,LOCATED_IN,2023-01-01,1,9020
5287,LOCATED_IN,2023-01-01,1,9010
5288,LOCATED_IN,2023-01-01,1,9083
5289,LOCATED_IN,2023-01-01,1,9056
5290,LOCATED_IN,2023-01-01,1,9048
5291,LOCATED_IN,2023-01-01,1,9002
5292,LOCATED_IN,2023-01-01,1,9073
5293,LOCATED_IN,2023-01-01,1,9028
5294,LOCATED_IN,2023-01-01,1,9003
5295,LOCATED_IN,2023-01-01,1,9033
5296,LOCATED_IN,2023-01-01,1,9040
5297,LOCATED_IN,2023-01-01,1,9051
5298,LOCATED_IN,2023-01-01,1,9067
5299,LOCATED_IN,2023-01-01,1,9044
5300,LOCATED_IN,2023-01-01,1,9013
5301,LOCATED_IN,2023-01-01,1,9065
5302,LOCATED_IN,2023-01-01,1,9022
5303,LOCATED_IN,2023-01-01,1,9033
5304,LOCATED_IN,2023-01-01,1,9074
5305,LOCATED_IN,2023-01-01,1,9063
5306,LOCATED_IN,2023-01-01,1,9082
5307,LOCATED_IN,2023-01-01,1,9001
5308,LOCATED_IN,2023-01-01,1,9036
5309,LOCATED_IN,2023-01-01,1,9078
5310,LOCATED_IN,2023-01-01,1,9054
5311,LOCATED_IN,2023-01-01,1,9029
5312,LOCATED_IN,2023-01-01,1,9052
5313,LOCATED_IN,2023-01-01,1,9012
5314,LOCATED_IN,2023-01-01,1,9022
5315,LOCATED_IN,2023-01-01,1,9089
5316,LOCATED_IN,2023-01-01,1,9020
5317,LOCATED_IN,2023-01-01,1,9051
5318,LOCATED_IN,2023-01-01,1,9074
5319,LOCATED_IN,2023-01-01,1,9012
5320,LOCATED_IN,2023-01-01,1,9007
5321,LOCATED_IN,2023-01-01,1,9021
5322,LOCATED_IN,2023-01-01,1,9051
5323,LOCATED_IN,2023-01-01,1,9042
5324,LOCATED_IN,2023-01-01,1,9071
5325,LOCATED_IN,2023-01-01,1,9045
5326,LOCATED_IN,2023-01-01,1,9049
5327,LOCATED_IN,2023-01-01,1,9080
5328,LOCATED_IN,2023-01-01,1,9053
5329,LOCATED_IN,2023-01-01,1,9045
5330,LOCATED_IN,2023-01-01,1,9022
5331,LOCATED_IN,2023-01-01,1,9009
5332,LOCATED_IN,2023-01-01,1,9032
5333,LOCATED_IN,2023-01-01,1,9046
5334,LOCATED_IN,2023-01-01,1,9020
5335,LOCATED_IN,2023-01-01,1,9005
5336,LOCATED_IN,2023-01-01,1,9038
5337,LOCATED_IN,2023-01-01,1,9054
5338,LOCATED_IN,2023-01-01,1,9083
5339,LOCATED_IN,2023-01-01,1,9081
5340,LOCATED_IN,2023-01-01,1,9068
5341,LOCATED_IN,2023-01-01,1,9010
5342,LOCATED_IN,2023-01-01,1,9027
5343,LOCATED_IN,2023-01-01,1,9065
5344,LOCATED_IN,2023-01-01,1,9070
5345,LOCATED_IN,2023-01-01,1,9035
5346,LOCATED_IN,2023-01-01,1,9041
5347,LOCATED_IN,2023-01-01,1,9076
5348,LOCATED_IN,2023-01-01,1,9039
5349,LOCATED_IN,2023-01-01,1,9028
5350,LOCATED_IN,2023-01-01,1,9014
5351,LOCATED_IN,2023-01-01,1,9041
5352,LOCATED_IN,2023-01-01,1,9088
5353,LOCATED_IN,2023-01-01,1,9060
5354,LOCATED_IN,2023-01-01,1,9009
5355,LOCATED_IN,2023-01-01,1,9017
5356,LOCATED_IN,2023-01-01,1,9043
5357,LOCATED_IN,2023-01-01,1,9033
5358,LOCATED_IN,2023-01-01,1,9030
5359,LOCATED_IN,2023-01-01,1,9056
5360,LOCATED_IN,2023-01-01,1,9021
5249,LOCATED_IN,2024-07-01,0,9086
5261,LOCATED_IN,2024-07-01,0,9021
5006,LOCATED_IN,2024-07-01,0,9074
5134,LOCATED_IN,2024-07-01,0,9066
5005,LOCATED_IN,2024-07-01,0,9087
5137,LOCATED_IN,2024-07-01,0,9069
5010,LOCATED_IN,2024-07-01,0,9069
5020,LOCATED_IN,2024-07-01,0,9090
5278,LOCATED_IN,2024-07-01,0,9052
5153,LOCATED_IN,2024-07-01,0,9070
5158,LOCATED_IN,2024-07-01,0,9060
5159,LOCATED_IN,2024-07-01,0,9045
5289,LOCATED_IN,2024-07-01,0,9074
5292,LOCATED_IN,2024-07-01,0,9055
5293,LOCATED_IN,2024-07-01,0,9023
5037,LOCATED_IN,2024-07-01,0,9005
5041,LOCATED_IN,2024-07-01,0,9014
5042,LOCATED_IN,2024-07-01,0,9038
5174,LOCATED_IN,2024-07-01,0,9051
5305,LOCATED_IN,2024-07-01,0,9053
5179,LOCATED_IN,2024-07-01,0,9072
5183,LOCATED_IN,2024-07-01,0,9002
5314,LOCATED_IN,2024-07-01,0,9035
5068,LOCATED_IN,2024-07-01,0,9045
5199,LOCATED_IN,2024-07-01,0,9031
5072,LOCATED_IN,2024-07-01,0,9078
5333,LOCATED_IN,2024-07-01,0,9062
5337,LOCATED_IN,2024-07-01,0,9009
5211,LOCATED_IN,2024-07-01,0,9084
5341,LOCATED_IN,2024-07-01,0,9054
5218,LOCATED_IN,2024-07-01,0,9048
5349,LOCATED_IN,2024-07-01,0,9014
5097,LOCATED_IN,2024-07-01,0,9043
5360,LOCATED_IN,2024-07-01,0,9074
5239,LOCATED_IN,2024-07-01,0,9041
5246,LOCATED_IN,2024-07-01,0,9059
