RES_BANK_ACCOUNT_ID,EDGE_NAME,RES_PERSON_ID
8028,HOLD_BY,5210
8055,HOLD_BY,5211
8013,HOLD_BY,5212
8053,HOLD_BY,5213
8034,HOLD_BY,5214
8002,HOLD_BY,5215
8056,HOLD_BY,5216
8013,HOLD_BY,5217
8031,HOLD_BY,5218
8022,HOLD_BY,5219
8062,HOLD_BY,5220
8021,HOLD_BY,5221
8019,HOLD_BY,5222
8023,HOLD_BY,5223
8051,HOLD_BY,5224
8049,HOLD_BY,5225
8053,HOLD_BY,5226
8017,HOLD_BY,5227
8004,HOLD_BY,5228
8013,HOLD_BY,5229
8002,HOLD_BY,5230
8021,HOLD_BY,5231
8016,HOLD_BY,5232
8043,HOLD_BY,5233
8038,HOLD_BY,5234
8041,HOLD_BY,5235
8029,HOLD_BY,5236
8012,HOLD_BY,5237
8021,HOLD_BY,5238
8047,HOLD_BY,5239
8043,HOLD_BY,5240
8048,HOLD_BY,5241
8001,HOLD_BY,5242
8058,HOLD_BY,5243
8012,HOLD_BY,5244
8025,HOLD_BY,5245
8025,HOLD_BY,5246
8067,HOLD_BY,5247
8063,HOLD_BY,5248
8069,HOLD_BY,5249
8004,HOLD_BY,5250
8022,HOLD_BY,5251
8028,HOLD_BY,5252
8064,HOLD_BY,5253
8008,HOLD_BY,5254
8027,HOLD_BY,5255
8013,HOLD_BY,5256
8018,HOLD_BY,5257
8051,HOLD_BY,5258
8009,HOLD_BY,5259
8032,HOLD_BY,5260
8036,HOLD_BY,5261
8024,HOLD_BY,5262
8020,HOLD_BY,5263
8040,HOLD_BY,5264
8053,HOLD_BY,5265
8003,HOLD_BY,5266
8021,HOLD_BY,5267
8047,HOLD_BY,5268
8030,HOLD_BY,5269
8053,HOLD_BY,5270
8054,HOLD_BY,5271
8048,HOLD_BY,5272
8008,HOLD_BY,5273
8006,HOLD_BY,5274
8017,HOLD_BY,5275
8014,HOLD_BY,5276
8032,HOLD_BY,5277
8008,HOLD_BY,5278
8066,HOLD_BY,5279
8010,HOLD_BY,5280
8028,HOLD_BY,5281
8024,HOLD_BY,5282
8036,HOLD_BY,5283
8067,HOLD_BY,5284
8060,HOLD_BY,5285
8003,HOLD_BY,5286
8062,HOLD_BY,5287
8034,HOLD_BY,5288
8031,HOLD_BY,5289
8022,HOLD_BY,5290
8046,HOLD_BY,5291
8069,HOLD_BY,5292
8012,HOLD_BY,5293
8050,HOLD_BY,5294
8002,HOLD_BY,5295
8011,HOLD_BY,5296
8039,HOLD_BY,5297
8041,HOLD_BY,5298
8070,HOLD_BY,5299
8062,HOLD_BY,5300
8024,HOLD_BY,5301
8063,HOLD_BY,5302
8033,HOLD_BY,5303
8021,HOLD_BY,5304
8054,HOLD_BY,5305
8020,HOLD_BY,5306
8035,HOLD_BY,5307
8020,HOLD_BY,5308
8052,HOLD_BY,5309
8065,HOLD_BY,5310
8044,HOLD_BY,5311
8051,HOLD_BY,5312
8028,HOLD_BY,5313
8015,HOLD_BY,5314
8057,HOLD_BY,5315
8049,HOLD_BY,5316
8067,HOLD_BY,5317
8060,HOLD_BY,5318
8036,HOLD_BY,5319
8020,HOLD_BY,5320
8036,HOLD_BY,5321
8051,HOLD_BY,5322
8057,HOLD_BY,5323
8018,HOLD_BY,5324
8054,HOLD_BY,5325
8046,HOLD_BY,5326
8051,HOLD_BY,5327
8024,HOLD_BY,5328
8044,HOLD_BY,5329
8049,HOLD_BY,5330
8035,HOLD_BY,5331
8025,HOLD_BY,5332
8040,HOLD_BY,5333
8070,HOLD_BY,5334
8052,HOLD_BY,5335
8002,HOLD_BY,5336
8046,HOLD_BY,5337
8057,HOLD_BY,5338
8020,HOLD_BY,5339
8003,HOLD_BY,5340
8054,HOLD_BY,5341
8007,HOLD_BY,5342
8020,HOLD_BY,5343
8060,HOLD_BY,5344
8038,HOLD_BY,5345
8012,HOLD_BY,5346
8019,HOLD_BY,5347
8018,HOLD_BY,5348
8013,HOLD_BY,5349
8013,HOLD_BY,5350
8062,HOLD_BY,5351
8069,HOLD_BY,5352
8048,HOLD_BY,5353
8056,HOLD_BY,5354
8042,HOLD_BY,5355
8035,HOLD_BY,5356
8059,HOLD_BY,5357
8012,HOLD_BY,5358
8028,HOLD_BY,5359
8047,HOLD_BY,5360
8052,HOLD_BY,5201
8052,HOLD_BY,5089
8052,HOLD_BY,5123
8052,HOLD_BY,5082
8051,HOLD_BY,5031
8051,HOLD_BY,5076
8051,HOLD_BY,5286
8051,HOLD_BY,5191
8038,HOLD_BY,5033
8038,HOLD_BY,5208
8038,HOLD_BY,5171
8038,HOLD_BY,5053
8005,HOLD_BY,5058
8005,HOLD_BY,5012
8005,HOLD_BY,5288
8005,HOLD_BY,5264
8035,HOLD_BY,5062
8035,HOLD_BY,5157
8035,HOLD_BY,5290
8035,HOLD_BY,5263
8060,HOLD_BY,5085
8060,HOLD_BY,5225
8060,HOLD_BY,5226
8060,HOLD_BY,5300
8045,HOLD_BY,5027
8045,HOLD_BY,5030
8045,HOLD_BY,5190
8045,HOLD_BY,5272
8016,HOLD_BY,5347
8016,HOLD_BY,5156
8016,HOLD_BY,5066
8016,HOLD_BY,5280
8028,HOLD_BY,5021
8028,HOLD_BY,5203
8028,HOLD_BY,5281
8028,HOLD_BY,5002
8009,HOLD_BY,5359
8009,HOLD_BY,5154
8009,HOLD_BY,5075
8009,HOLD_BY,5312
8061,HOLD_BY,5067
8061,HOLD_BY,5186
8061,HOLD_BY,5319
8061,HOLD_BY,5050
8066,HOLD_BY,5132
8066,HOLD_BY,5001
8066,HOLD_BY,5056
8066,HOLD_BY,5216
8032,HOLD_BY,5241
8032,HOLD_BY,5143
8032,HOLD_BY,5178
8032,HOLD_BY,5283
8047,HOLD_BY,5098
8047,HOLD_BY,5204
8047,HOLD_BY,5045
8047,HOLD_BY,5242
8014,HOLD_BY,5051
8014,HOLD_BY,5309
8014,HOLD_BY,5252
8014,HOLD_BY,5079
8065,HOLD_BY,5207
8065,HOLD_BY,5118
8065,HOLD_BY,5040
8065,HOLD_BY,5109
8069,HOLD_BY,5100
8069,HOLD_BY,5189
8069,HOLD_BY,5348
8069,HOLD_BY,5229
8014,HOLD_BY,5270
8014,HOLD_BY,5138
8014,HOLD_BY,5256
8014,HOLD_BY,5321
8015,HOLD_BY,5038
8015,HOLD_BY,5209
8015,HOLD_BY,5358
8015,HOLD_BY,5092
8068,HOLD_BY,5213
8068,HOLD_BY,5301
8068,HOLD_BY,5078
8068,HOLD_BY,5284
8013,HOLD_BY,5126
8013,HOLD_BY,5245
8013,HOLD_BY,5011
8013,HOLD_BY,5063
8068,HOLD_BY,5193
8068,HOLD_BY,5273
8068,HOLD_BY,5046
8068,HOLD_BY,5217
8041,HOLD_BY,5049
8041,HOLD_BY,5322
8041,HOLD_BY,5070
8041,HOLD_BY,5308
8018,HOLD_BY,5202
8018,HOLD_BY,5065
8018,HOLD_BY,5184
8018,HOLD_BY,5220
