RES_PERSON_ID,EDGE_NAME,EDGE_DETAIL,EDGE_DETAIL_DSC,POLICY_NUMBER
5145,IS_COVERED_BY,,,POL-LTC-10123
5146,IS_COVERED_BY,,,POL-LTC-10083
5147,IS_COVERED_BY,,,POL-LTC-10090
5148,IS_COVERED_BY,,,POL-LTC-10111
5149,IS_COVERED_BY,,,POL-LTC-10213
5150,IS_COVERED_BY,,,POL-LTC-10171
5150,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10062
5151,IS_COVERED_BY,,,POL-LTC-10086
5152,IS_COVERED_BY,,,POL-LTC-10036
5153,IS_COVERED_BY,,,POL-LTC-10132
5154,IS_COVERED_BY,,,POL-LTC-10087
5155,IS_COVERED_BY,,,POL-LTC-10140
5156,IS_COVERED_BY,,,POL-LTC-10195
5157,IS_COVERED_BY,,,POL-LTC-10091
5158,IS_COVERED_BY,,,POL-LTC-10056
5159,IS_COVERED_BY,,,POL-LTC-10215
5160,IS_COVERED_BY,,,POL-LTC-10007
5161,IS_COVERED_BY,,,POL-LTC-10229
5162,IS_COVERED_BY,,,POL-LTC-10091
5163,IS_COVERED_BY,,,POL-LTC-10081
5163,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10103
5164,IS_COVERED_BY,,,POL-LTC-10120
5165,IS_COVERED_BY,,,POL-LTC-10184
5165,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10220
5166,IS_COVERED_BY,,,POL-LTC-10017
5167,IS_COVERED_BY,,,POL-LTC-10135
5168,IS_COVERED_BY,,,POL-LTC-10103
5169,IS_COVERED_BY,,,POL-LTC-10089
5170,IS_COVERED_BY,,,POL-LTC-10140
5171,IS_COVERED_BY,,,POL-LTC-10102
5172,IS_COVERED_BY,,,POL-LTC-10140
5173,IS_COVERED_BY,,,POL-LTC-10214
5174,IS_COVERED_BY,,,POL-LTC-10235
5175,IS_COVERED_BY,,,POL-LTC-10062
5176,IS_COVERED_BY,,,POL-LTC-10132
5177,IS_COVERED_BY,,,POL-LTC-10152
5178,IS_COVERED_BY,,,POL-LTC-10024
5179,IS_COVERED_BY,,,POL-LTC-10161
5180,IS_COVERED_BY,,,POL-LTC-10049
5181,IS_COVERED_BY,,,POL-LTC-10103
5182,IS_COVERED_BY,,,POL-LTC-10064
5183,IS_COVERED_BY,,,POL-LTC-10236
5184,IS_COVERED_BY,,,POL-LTC-10015
5185,IS_COVERED_BY,,,POL-LTC-10138
5186,IS_COVERED_BY,,,POL-LTC-10205
5187,IS_COVERED_BY,,,POL-LTC-10187
5188,IS_COVERED_BY,,,POL-LTC-10193
5189,IS_COVERED_BY,,,POL-LTC-10005
5190,IS_COVERED_BY,,,POL-LTC-10220
5191,IS_COVERED_BY,,,POL-LTC-10029
5192,IS_COVERED_BY,,,POL-LTC-10080
5193,IS_COVERED_BY,,,POL-LTC-10108
5194,IS_COVERED_BY,,,POL-LTC-10099
5194,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10198
5195,IS_COVERED_BY,,,POL-LTC-10145
5196,IS_COVERED_BY,,,POL-LTC-10069
5197,IS_COVERED_BY,,,POL-LTC-10130
5198,IS_COVERED_BY,,,POL-LTC-10104
5199,IS_COVERED_BY,,,POL-LTC-10111
5200,IS_COVERED_BY,,,POL-LTC-10118
5201,IS_COVERED_BY,,,POL-LTC-10216
5202,IS_COVERED_BY,,,POL-LTC-10128
5203,IS_COVERED_BY,,,POL-LTC-10040
5204,IS_COVERED_BY,,,POL-LTC-10237
5205,IS_COVERED_BY,,,POL-LTC-10153
5205,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10084
5206,IS_COVERED_BY,,,POL-LTC-10080
5207,IS_COVERED_BY,,,POL-LTC-10224
5207,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10216
5208,IS_COVERED_BY,,,POL-LTC-10037
5209,IS_COVERED_BY,,,POL-LTC-10201
5210,IS_COVERED_BY,,,POL-LTC-10070
5211,IS_COVERED_BY,,,POL-LTC-10066
5211,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10048
5212,IS_COVERED_BY,,,POL-LTC-10101
5212,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10079
5213,IS_COVERED_BY,,,POL-LTC-10030
5214,IS_COVERED_BY,,,POL-LTC-10035
5215,IS_COVERED_BY,,,POL-LTC-10205
5216,IS_COVERED_BY,,,POL-LTC-10180
5217,IS_COVERED_BY,,,POL-LTC-10062
5218,IS_COVERED_BY,,,POL-LTC-10135
5219,IS_COVERED_BY,,,POL-LTC-10148
5220,IS_COVERED_BY,,,POL-LTC-10074
5221,IS_COVERED_BY,,,POL-LTC-10018
5222,IS_COVERED_BY,,,POL-LTC-10027
5223,IS_COVERED_BY,,,POL-LTC-10167
5224,IS_COVERED_BY,,,POL-LTC-10237
5225,IS_COVERED_BY,,,POL-LTC-10126
5226,IS_COVERED_BY,,,POL-LTC-10130
5227,IS_COVERED_BY,,,POL-LTC-10193
5228,IS_COVERED_BY,,,POL-LTC-10204
5229,IS_COVERED_BY,,,POL-LTC-10067
5230,IS_COVERED_BY,,,POL-LTC-10072
5231,IS_COVERED_BY,,,POL-LTC-10232
5232,IS_COVERED_BY,,,POL-LTC-10113
5233,IS_COVERED_BY,,,POL-LTC-10015
5234,IS_COVERED_BY,,,POL-LTC-10219
5235,IS_COVERED_BY,,,POL-LTC-10167
5236,IS_COVERED_BY,,,POL-LTC-10227
5237,IS_COVERED_BY,,,POL-LTC-10213
5238,IS_COVERED_BY,,,POL-LTC-10064
5239,IS_COVERED_BY,,,POL-LTC-10207
5239,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10138
5240,IS_COVERED_BY,,,POL-LTC-10055
5241,IS_COVERED_BY,,,POL-LTC-10186
5242,IS_COVERED_BY,,,POL-LTC-10101
5242,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10185
5243,IS_COVERED_BY,,,POL-LTC-10055
5244,IS_COVERED_BY,,,POL-LTC-10024
5245,IS_COVERED_BY,,,POL-LTC-10098
5246,IS_COVERED_BY,,,POL-LTC-10039
5247,IS_COVERED_BY,,,POL-LTC-10131
5248,IS_COVERED_BY,,,POL-LTC-10037
5249,IS_COVERED_BY,,,POL-LTC-10034
5250,IS_COVERED_BY,,,POL-LTC-10028
5251,IS_COVERED_BY,,,POL-LTC-10073
5252,IS_COVERED_BY,,,POL-LTC-10105
5253,IS_COVERED_BY,,,POL-LTC-10111
5254,IS_COVERED_BY,,,POL-LTC-10100
5255,IS_COVERED_BY,,,POL-LTC-10041
5256,IS_COVERED_BY,,,POL-LTC-10225
5257,IS_COVERED_BY,,,POL-LTC-10234
5257,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10019
5258,IS_COVERED_BY,,,POL-LTC-10021
5259,IS_COVERED_BY,,,POL-LTC-10122
5260,IS_COVERED_BY,,,POL-LTC-10180
5261,IS_COVERED_BY,,,POL-LTC-10007
5262,IS_COVERED_BY,,,POL-LTC-10126
5263,IS_COVERED_BY,,,POL-LTC-10110
5264,IS_COVERED_BY,,,POL-LTC-10153
5265,IS_COVERED_BY,,,POL-LTC-10203
5266,IS_COVERED_BY,,,POL-LTC-10057
5267,IS_COVERED_BY,,,POL-LTC-10138
5268,IS_COVERED_BY,,,POL-LTC-10197
5269,IS_COVERED_BY,,,POL-LTC-10222
5270,IS_COVERED_BY,,,POL-LTC-10118
5271,IS_COVERED_BY,,,POL-LTC-10179
5272,IS_COVERED_BY,,,POL-LTC-10189
5273,IS_COVERED_BY,,,POL-LTC-10117
5274,IS_COVERED_BY,,,POL-LTC-10046
5275,IS_COVERED_BY,,,POL-LTC-10202
5276,IS_COVERED_BY,,,POL-LTC-10223
5277,IS_COVERED_BY,,,POL-LTC-10119
5278,IS_COVERED_BY,,,POL-LTC-10176
5279,IS_COVERED_BY,,,POL-LTC-10124
5280,IS_COVERED_BY,,,POL-LTC-10087
5281,IS_COVERED_BY,,,POL-LTC-10138
5282,IS_COVERED_BY,,,POL-LTC-10090
5283,IS_COVERED_BY,,,POL-LTC-10054
5284,IS_COVERED_BY,,,POL-LTC-10103
5285,IS_COVERED_BY,,,POL-LTC-10184
5286,IS_COVERED_BY,,,POL-LTC-10048
5286,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10030
5287,IS_COVERED_BY,,,POL-LTC-10158
5288,IS_COVERED_BY,,,POL-LTC-10186
5289,IS_COVERED_BY,,,POL-LTC-10184
5290,IS_COVERED_BY,,,POL-LTC-10218
5291,IS_COVERED_BY,,,POL-LTC-10130
5292,IS_COVERED_BY,,,POL-LTC-10089
5293,IS_COVERED_BY,,,POL-LTC-10177
5294,IS_COVERED_BY,,,POL-LTC-10234
5295,IS_COVERED_BY,,,POL-LTC-10147
5296,IS_COVERED_BY,,,POL-LTC-10225
5297,IS_COVERED_BY,,,POL-LTC-10100
5298,IS_COVERED_BY,,,POL-LTC-10149
5299,IS_COVERED_BY,,,POL-LTC-10021
5300,IS_COVERED_BY,,,POL-LTC-10187
5301,IS_COVERED_BY,,,POL-LTC-10203
5302,IS_COVERED_BY,,,POL-LTC-10149
5303,IS_COVERED_BY,,,POL-LTC-10018
5304,IS_COVERED_BY,,,POL-LTC-10061
5305,IS_COVERED_BY,,,POL-LTC-10084
5306,IS_COVERED_BY,,,POL-LTC-10158
5307,IS_COVERED_BY,,,POL-LTC-10098
5308,IS_COVERED_BY,,,POL-LTC-10173
5309,IS_COVERED_BY,,,POL-LTC-10100
5310,IS_COVERED_BY,,,POL-LTC-10119
5311,IS_COVERED_BY,,,POL-LTC-10008
5312,IS_COVERED_BY,,,POL-LTC-10204
5313,IS_COVERED_BY,,,POL-LTC-10128
5314,IS_COVERED_BY,,,POL-LTC-10097
5315,IS_COVERED_BY,,,POL-LTC-10018
5316,IS_COVERED_BY,,,POL-LTC-10032
5317,IS_COVERED_BY,,,POL-LTC-10024
5318,IS_COVERED_BY,,,POL-LTC-10086
5319,IS_COVERED_BY,,,POL-LTC-10225
5320,IS_COVERED_BY,,,POL-LTC-10080
5321,IS_COVERED_BY,,,POL-LTC-10162
5322,IS_COVERED_BY,,,POL-LTC-10140
5323,IS_COVERED_BY,,,POL-LTC-10024
5324,IS_COVERED_BY,,,POL-LTC-10107
5325,IS_COVERED_BY,,,POL-LTC-10056
5326,IS_COVERED_BY,,,POL-LTC-10113
5327,IS_COVERED_BY,,,POL-LTC-10048
5328,IS_COVERED_BY,,,POL-LTC-10173
5329,IS_COVERED_BY,,,POL-LTC-10149
5330,IS_COVERED_BY,,,POL-LTC-10165
5331,IS_COVERED_BY,,,POL-LTC-10101
5331,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10184
5332,IS_COVERED_BY,,,POL-LTC-10123
5333,IS_COVERED_BY,,,POL-LTC-10223
5334,IS_COVERED_BY,,,POL-LTC-10162
5335,IS_COVERED_BY,,,POL-LTC-10097
5336,IS_COVERED_BY,,,POL-LTC-10194
5337,IS_COVERED_BY,,,POL-LTC-10156
5338,IS_COVERED_BY,,,POL-LTC-10226
5339,IS_COVERED_BY,,,POL-LTC-10208
5340,IS_COVERED_BY,,,POL-LTC-10129
5341,IS_COVERED_BY,,,POL-LTC-10089
5342,IS_COVERED_BY,,,POL-LTC-10060
5343,IS_COVERED_BY,,,POL-LTC-10044
5344,IS_COVERED_BY,,,POL-LTC-10177
5344,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10183
5345,IS_COVERED_BY,,,POL-LTC-10082
5346,IS_COVERED_BY,,,POL-LTC-10057
5346,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10195
5347,IS_COVERED_BY,,,POL-LTC-10037
5348,IS_COVERED_BY,,,POL-LTC-10068
5349,IS_COVERED_BY,,,POL-LTC-10056
5350,IS_COVERED_BY,,,POL-LTC-10220
5351,IS_COVERED_BY,,,POL-LTC-10123
5352,IS_COVERED_BY,,,POL-LTC-10231
5353,IS_COVERED_BY,,,POL-LTC-10239
5354,IS_COVERED_BY,,,POL-LTC-10125
5355,IS_COVERED_BY,,,POL-LTC-10059
5356,IS_COVERED_BY,,,POL-LTC-10170
5357,IS_COVERED_BY,,,POL-LTC-10014
5358,IS_COVERED_BY,,,POL-LTC-10104
5359,IS_COVERED_BY,,,POL-LTC-10171
5360,IS_COVERED_BY,,,POL-LTC-10007
5201,IS_COVERED_BY,,,POL-LTC-10231
5089,IS_COVERED_BY,,,POL-LTC-10231
5123,IS_COVERED_BY,,,POL-LTC-10231
5082,IS_COVERED_BY,,,POL-LTC-10231
5201,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10231
5031,IS_COVERED_BY,,,POL-LTC-10238
5076,IS_COVERED_BY,,,POL-LTC-10238
5286,IS_COVERED_BY,,,POL-LTC-10238
5191,IS_COVERED_BY,,,POL-LTC-10238
5031,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10238
5033,IS_COVERED_BY,,,POL-LTC-10156
5208,IS_COVERED_BY,,,POL-LTC-10156
5171,IS_COVERED_BY,,,POL-LTC-10156
5053,IS_COVERED_BY,,,POL-LTC-10156
5033,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10156
5058,IS_COVERED_BY,,,POL-LTC-10065
5012,IS_COVERED_BY,,,POL-LTC-10065
5288,IS_COVERED_BY,,,POL-LTC-10065
5264,IS_COVERED_BY,,,POL-LTC-10065
5058,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10065
5062,IS_COVERED_BY,,,POL-LTC-10101
5157,IS_COVERED_BY,,,POL-LTC-10101
5290,IS_COVERED_BY,,,POL-LTC-10101
5263,IS_COVERED_BY,,,POL-LTC-10101
5062,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10101
5085,IS_COVERED_BY,,,POL-LTC-10206
5225,IS_COVERED_BY,,,POL-LTC-10206
5226,IS_COVERED_BY,,,POL-LTC-10206
5300,IS_COVERED_BY,,,POL-LTC-10206
5085,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10206
5027,IS_COVERED_BY,,,POL-LTC-10085
5030,IS_COVERED_BY,,,POL-LTC-10085
5190,IS_COVERED_BY,,,POL-LTC-10085
5272,IS_COVERED_BY,,,POL-LTC-10085
5027,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10085
5347,IS_COVERED_BY,,,POL-LTC-10078
5156,IS_COVERED_BY,,,POL-LTC-10078
5066,IS_COVERED_BY,,,POL-LTC-10078
5280,IS_COVERED_BY,,,POL-LTC-10078
5347,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10078
5021,IS_COVERED_BY,,,POL-LTC-10040
5203,IS_COVERED_BY,,,POL-LTC-10040
5281,IS_COVERED_BY,,,POL-LTC-10040
5002,IS_COVERED_BY,,,POL-LTC-10040
5021,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10040
5359,IS_COVERED_BY,,,POL-LTC-10104
5154,IS_COVERED_BY,,,POL-LTC-10104
5075,IS_COVERED_BY,,,POL-LTC-10104
5312,IS_COVERED_BY,,,POL-LTC-10104
5359,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10104
5067,IS_COVERED_BY,,,POL-LTC-10115
5186,IS_COVERED_BY,,,POL-LTC-10115
5319,IS_COVERED_BY,,,POL-LTC-10115
5050,IS_COVERED_BY,,,POL-LTC-10115
5067,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10115
5132,IS_COVERED_BY,,,POL-LTC-10238
5001,IS_COVERED_BY,,,POL-LTC-10238
5056,IS_COVERED_BY,,,POL-LTC-10238
5216,IS_COVERED_BY,,,POL-LTC-10238
5132,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10238
5241,IS_COVERED_BY,,,POL-LTC-10131
5143,IS_COVERED_BY,,,POL-LTC-10131
5178,IS_COVERED_BY,,,POL-LTC-10131
5283,IS_COVERED_BY,,,POL-LTC-10131
5241,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10131
5098,IS_COVERED_BY,,,POL-LTC-10215
5204,IS_COVERED_BY,,,POL-LTC-10215
5045,IS_COVERED_BY,,,POL-LTC-10215
5242,IS_COVERED_BY,,,POL-LTC-10215
5098,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10215
5051,IS_COVERED_BY,,,POL-LTC-10147
5309,IS_COVERED_BY,,,POL-LTC-10147
5252,IS_COVERED_BY,,,POL-LTC-10147
5079,IS_COVERED_BY,,,POL-LTC-10147
5051,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10147
5207,IS_COVERED_BY,,,POL-LTC-10070
5118,IS_COVERED_BY,,,POL-LTC-10070
5040,IS_COVERED_BY,,,POL-LTC-10070
5109,IS_COVERED_BY,,,POL-LTC-10070
5207,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10070
5100,IS_COVERED_BY,,,POL-LTC-10129
5189,IS_COVERED_BY,,,POL-LTC-10129
5348,IS_COVERED_BY,,,POL-LTC-10129
5229,IS_COVERED_BY,,,POL-LTC-10129
5100,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10129
5270,IS_COVERED_BY,,,POL-LTC-10049
5138,IS_COVERED_BY,,,POL-LTC-10049
5256,IS_COVERED_BY,,,POL-LTC-10049
5321,IS_COVERED_BY,,,POL-LTC-10049
5270,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10049
5038,IS_COVERED_BY,,,POL-LTC-10117
5209,IS_COVERED_BY,,,POL-LTC-10117
5358,IS_COVERED_BY,,,POL-LTC-10117
5092,IS_COVERED_BY,,,POL-LTC-10117
5038,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10117
5213,IS_COVERED_BY,,,POL-LTC-10095
5301,IS_COVERED_BY,,,POL-LTC-10095
5078,IS_COVERED_BY,,,POL-LTC-10095
5284,IS_COVERED_BY,,,POL-LTC-10095
5213,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10095
5126,IS_COVERED_BY,,,POL-LTC-10158
5245,IS_COVERED_BY,,,POL-LTC-10158
5011,IS_COVERED_BY,,,POL-LTC-10158
5063,IS_COVERED_BY,,,POL-LTC-10158
5126,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10158
5193,IS_COVERED_BY,,,POL-LTC-10153
5273,IS_COVERED_BY,,,POL-LTC-10153
5046,IS_COVERED_BY,,,POL-LTC-10153
5217,IS_COVERED_BY,,,POL-LTC-10153
5193,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10153
5049,IS_COVERED_BY,,,POL-LTC-10160
5322,IS_COVERED_BY,,,POL-LTC-10160
5070,IS_COVERED_BY,,,POL-LTC-10160
5308,IS_COVERED_BY,,,POL-LTC-10160
5049,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10160
5202,IS_COVERED_BY,,,POL-LTC-10070
5065,IS_COVERED_BY,,,POL-LTC-10070
5184,IS_COVERED_BY,,,POL-LTC-10070
5220,IS_COVERED_BY,,,POL-LTC-10070
5202,SOLD_POLICY,WRITING_AGENT,AGENT,POL-LTC-10070
